"6173","Assetmonk","IT","A7 , Any","25000","Hyderabad","5","Fintech and Saas Product","Advance chatbot for user interaction","Blockchain application for investment management.","Saas Product development",
"6854","EConsystems (VIS AI Labs)","IT","A3 , A7 , A8 , AA , Any , C6","20000","Chennai","8","Focus Application Development","45 degree - 3D Camera Pallet Dimension","Envelope Mode - 3D Camera Dimension","People Counting V-Tracking","Motion Capturing Algorithm for 360 Degree Broadcast Camera for Sports","Iris and Data Tagging for Biometric Identification using Metadata",
"6383","Indus Insights and Analytical Services Pvt Ltd","Finance and Mgmt","A1 , A2 , A3 , A4 , A8 , AA , AB , A4A1 , A8A1 , A1AA , A2AA , A3AB","100000","Gurugram","20","Advanced Analytics and Data Science Internship â Role 1","Advanced Analytics and Data Science Internship â Role 2",
"4100","American Express - Credit \u0026 Fraud Risk (Capabilities)","IT","A3 , A7 , A8 , AA , AnyA3 , AnyA7 , AnyA8 , AnyAA","125000","Gurugram","4","Mapping and comparison capability","Analytical Data Layer(ADL) on CS","Enhancement of variable derivations in organized data layer","Standardization rules for demographic data",
"4101","American Express - Credit \u0026 Fraud Risk (Capabilities)","IT","A3 , A7 , A8 , AA , AnyA3 , AnyA7 , AnyA8 , AnyAA","125000","Bengaluru","2","Variable rationalization on AMP platform",
"5142","ANS Commerce - Business Growth \u0026 Product","Finance and Mgmt","-","15000","Gurugram","15","Business(6)+ Marketplace Management (4)+ Product (1) + Digital Marketing(4)",
"6733","ANT Creatives (OPC) Pvt. Ltd.","IT","A3 , A7","20000","Noida","2","Sales CRM",
"6462","ApexPlus Technologies","Electronics","A3 , A7 , A8 , AA","40000","Hyderabad","2","FPGA Programming",
"6734","API Holdings Limited (PharmEasy)","Health Care","Any","30000","Mumbai","2","Supporting the ESG disclosure & Execution of ESG Projects",
"3255","Apple India Pvt Limited","IT","A7","90000","Hyderabad","0","Software Development",
"5019","Ascendo. AI","IT","A7","25000","California","2","Escalation prediction and Customer Sentiment Analysis",
"6750","Autoven Private Limited","Electronics","A3 , A8 , AA","23000","Pune","3","IoT Systems Development","Battery Management Systems (BMS)","Open Charge Point Protocol (OCPP)",
"3539","Avaamo","IT","A3 , A7 , A8 , AA , B3A7 , B4A7","75000","Bengaluru","7","Conversational AI Platform ","Conversational AI Presales ","Avaamo Answers and Conversational Analytics",
"212","Bharat Forge Ltd. (onsite)","Mechanical","A4 , AB","0","Pune","3","Sustainable Manufacturing ","Manufacturing Systems  and technologies ",
"6368","BiteSpeed","IT","A7 , AnyA7","5000","Gurugram","1","Full Stack Development",
"6636","Biz2Credit","IT","A7 , C6","100000","Noida","20","Self-service digital site visit","Audio processing â Loan disbursal and Collection queue management","Route Optimization","Financial Spreading","Low code product configurator",
"5138","BlackRock Services","IT","A3 , A7 , A8 , AA","75000","Gurugram","2","Research Data Platform","Security Analytics Infrastructure",
"5315","Bloomreach Technologies Pvt. Ltd","IT","A7","100000","Bengaluru","4","1. Backend Engineering 2. Application of Data Science and ML Engineering to Semantic Understanding 3. Data Engineering 4. Full Stack Engineering",
"364","Blue Jeans Network India Pvt. Ltd.","IT","A7 , H103 , H112 , AnyA7 , A7B4","50000","Bengaluru","10","Video conferencing application",
"488","Blue Yonder (JDA)","IT","A7 , C6","35000","Bengaluru","21","Product Development",
"489","Blue Yonder (JDA)","IT","A7 , C6","35000","Hyderabad","21","Product Development",
"6808","Bluelearn (Clinify Pvt Ltd)","IT","Any","20000","Bengaluru","7","Community Manager â Entertainment",
"6092","Bright Champs - Non Tech","Finance and Mgmt","Any","30000","Bengaluru","10","User Cohort Segmentation and analysis","Affiliate Program- Product planning",
"6771","Bright Money - Nontech","IT","Any","15000","Bengaluru","7","Customer Success/ Financial Advisory Internship",
"6772","Bright Money - Tech","IT","Any","25000","Bengaluru","8","Product Analyst-India","Search Engine Optimization Internship","Digital Marketing Internship",
"1058","Bundl Technologies Private Limited (Swiggy) - Tech","Finance and Mgmt","A7 , AnyA7","40000","Bengaluru","11","Development Engineers",
"376","Central Road Research Institute","Infrastructure","A2","0","New Delhi","5","Agriculture Based Transportation Planning System Using QGIS",
"6310","Chara Technologies","Electronics","A3 , A4 , A7 , A8 , AA , AB","25000","Bengaluru","3","IoT Cloud connectivity for Electric Motors","Electronic PCB design for EV Motor Drive Board","Thermal and Structural Analysis of Motors",
"6736","Chemfab Alkalis Limited","IT","A1 , A8","20000","Pondicherry","8","Studying the Impurities in Salt and the impact on the Performance of the electrolyser.","Study the performance of LNG storage system","Review and optimize the process parameters of the caustic soda flaker plant","Automation and digitalization of product filling for different products",
"6712","Christie Digital Systems, Inc.","IT","A3 , A7 , AA","40000","Bengaluru","1","Cinema Calculator, Product Registration and Web Application Development",
"2837","Cisco Systems (India) Pvt. Ltd - Software Engineering","IT","A3 , A7 , AA","76000","Bengaluru","20","Software Engineer",
"3953","Cisco Systems (India) Pvt. Ltd. - Hardware","Electronics","A3 , A8 , AA","76000","Bengaluru","3","Hardware Engineer",
"6727","cKinatics","Finance and Mgmt","A1 , A2 , A3 , A4 , A7 , A8 , AA , AB , B1 , B2 , B3 , B4 , B5 , C2 , C6 , C7 , D2","30000","New Delhi","6","North American Carbon Markets - Cap & trade Low carbon Fuel Standard, and Voluntary Offsets","Carbon Market Data Management","Sustainable Industry Data Management","New Energy Infrastructure Consultancy",
"6762","Clientell Technologies Pvt Ltd","Finance and Mgmt","A1 , A4","10000","Bengaluru","5","Content Curation & Market Research in Automotive Industry",
"3258","Cohesity Storage Solutions India Pvt. Ltd.","IT","A7 , A7A7","120000","Bengaluru","8","Software Product Development and Testing",
"3430","Couture AI","IT","A7 , A7B4","72000","Bengaluru","8","BuildingBlocks/Components for Couture AI Development Platforms â Obelisk and Ra AI platform.",
"6764","Credit Suisse - Corporate Citizenship and Foundation","Finance and Mgmt","Any","75000","Mumbai","1","Corporate Citizenship and Foundations APAC",
"4084","Credit Suisse - Equity Research","Finance and Mgmt","B3","75000","Mumbai (Worli)","2","Equity Research",
"3450","Credit Suisse - Global Market Risk Management","Finance and Mgmt","Any","75000","Mumbai","6","GMRM Non Quant",
"3997","Credit Suisse - Non-Financial Risk Management","Finance and Mgmt","Any","75000","Mumbai","7","Non-Financial Risk Management",
"2852","Credit Suisse - Prime Services","Finance and Mgmt","Any","75000","Mumbai","2","Equities â Prime Services",
"3018","Credit Suisse - Product Control","Finance and Mgmt","A3 , A7 , A8 , AA","75000","Pune","4","Product Control",
"5167","Credit Suisse - Quantitative Analysis \u0026 Technology","Finance and Mgmt","AnyB3","75000","Mumbai","10","Quantitative Analysis & Technology",
"2854","Credit Suisse - Risk \u0026 Finance Data Analytics, Reporting","Finance and Mgmt","Any","75000","Pune","9","Risk & Finance Data Analytics, Reporting",
"2851","Credit Suisse - Risk \u0026 Finance Data Analytics, Reporting","Finance and Mgmt","Any","75000","Mumbai","12","Risk and Finance Data Analytics Reporting",
"3453","Credit Suisse- Investment Banking and Capital Markets","Finance and Mgmt","Any","75000","Mumbai (Worli)","2","Investment Banking and Capital Markets",
"6874","Crewscale","","A7","25000","Bengaluru","2","Crewscale",
"6437","Cropin Technology Solutions","IT","A7 , C6","75000","Bengaluru","4","None",
"6766","CRUBN","","A7 , C6 , AnyA7 , AnyC6","45000","Kanpur","7","Blockchain based platforms and solutions",
"6535","Custom furnish","IT","A4 , A7 , A8","25000","Pan India","6","Design and Development of Adjustable Dumbbell","Software Development for Custom Furnish","Digitalization and Automation of Custom Furnish Products",
"6684","DataPelago India Pvt Ltd","IT","A3 , A7 , A8","100000","Hyderabad","2","Details awaited",
"3827","DBOI - Counterparty Credit Ratings","Finance and Mgmt","B3 , C7","50000","Mumbai","8","COUNTERPARTY CREDIT AND RATINGS",
"5244","DBOI - Enterprise Risk Management","Finance and Mgmt","Any","50000","Mumbai","2","Enterprise Risk Management",
"6876","DBOI - Infra Finance","","Any","50000","Mumbai","1","Infra Finance",
"6539","DBOI - MRAC and MDSA","Finance and Mgmt","Any","50000","Mumbai","8","MRAC & MDSA",
"6875","DBOI - TBF","","Any","50000","Mumbai","2","TBF",
"3987","DBOI - Valuation Control","Finance and Mgmt","Any","50000","Mumbai","8","Internship with MVRM-Valuation Control team",
"6863","DealShare","","Any","40000","Bengaluru","2","Product led Growth for DealShare&apos;s B2C Business","Product-led supply chain efficiencies",
"403","Dell R\u0026D","IT","A3 , A7 , A8 , AA , AnyA3 , AnyA7 , AnyA8 , AnyAA","45000","Bengaluru","11","Role-1: Software Engineering and Firmware","Role-2: Software Engineering and Firmware",
"5726","DigiCert Security India Pvt Ltd","IT","-","40000","Bengaluru","2","Performance improvement of CT log crawling","Full Stack Web Application Development",
"6286","Disney+ Hotstar","IT","A3 , A7 , AA","100000","Mumbai","13","None",
"1328","Dr. Reddys Laboratories","Health Care","A1 , A3 , A4 , A8 , AB","20000","Hyderabad","60","API Manufacturing, Quality","Production,Projects and Engineering, Operational excellence","Projects and Engineering, Digitization of Manufacturing process","Production,Projects and Engineering, Operational excellence","Projects and Engineering, Operational excellence",
"6483","DRIFE Technologies Private Limited","IT","-","35000","Bengaluru","3","Mobility Blockchain","Microservice Design and Development","Ride-hailing Data Analytics",
"3898","Dunzo Digital Pvt.Ltd","Finance and Mgmt","Any","30000","Bengaluru","5","Program Management for D4B","Operational Cost Optimisation",
"4940","E-Connect Solutions Pvt. Ltd.","IT","A3 , A7 , A8 , AA","17000","Udaipur","10","ERP Development",
"5105","Eightfold AI India Pvt Ltd","IT","A7 , H103","180000","Noida","8","Different Modules of the Eightfold.ai Product","Different Modules of the Eightfold.ai Product",
"6877","Eightfold AI India Pvt. Ltd.","","A7","180000","Bengaluru","0","Different Modules of the Eightfold.ai Product",
"5178","Eltropy","IT","Any","100000","Bengaluru","3","Java/Golang Development - Server side",
"6142","Eltropy -Non Tech","Finance and Mgmt","A1 , A2 , A3 , A4 , A7 , A8 , AA , AB , B3","100000","Bengaluru","5","Customer Success Analyst",
"3802","Elucidata Data Consulting Pvt. Ltd.","IT","A5 , B1 , AnyA5 , AnyB1","15000","New Delhi","4","Curating Single cell public data at scale",
"4025","Energy Exemplar","IT","A3 , A4 , A8 , AA","40000","Pune","2","Energy (Power & Gas) Market Research ",
"416","Ericsson India Global Services Pvt. Ltd.","IT","A7 , C6","35000","Gurugram","5","Ericsson Charging",
"6862","Euler Motors","","Any","25000","New Delhi","6","Market Analysis-  New Market Entry (Pan India)",
"6741","Fashinza","IT","Any","40000","Gurugram","7","Fabric Consumption model","Payment Module","Supplier OS",
"6718","Flam","IT","A3 , A7 , A8 , AA","25000","Bengaluru","6","None",
"6719","FlexiLoans Technologies Pvt. Ltd.","IT","A3 , A4 , A7 , A8 , AA","60000","Mumbai","3","Application Scorecard using alternate data","Optimization of sourcing channel",
"6724","Flint","Finance and Mgmt","Any","15000","Bengaluru","2","Launching Flint products across geographies and working on GTM","Work on Flintâs scaling strategy in the European market",
"5225","Flipkart (Software Development)","IT","A7 , AnyA7","100000","Bengaluru","6","Software Development Intern",
"6828","Flipkart - Planning Analysts","Finance and Mgmt","A1 , A2 , A3 , A4 , A5 , A7 , A8 , AA , AB","50000","Bengaluru","5","Planning Analyst Intern",
"6829","Flipkart - Sustainability","Finance and Mgmt","Any","50000","Bengaluru","2","Sustainability",
"6380","Flipkart Internet Pvt Ltd - Business Analyst","Finance and Mgmt","A1 , A2 , A3 , A4 , A5 , A7 , A8 , AA , AB","50000","Bengaluru","7","Business Analytics Interns",
"3076","Flipkart Internet Pvt Ltd - Business Development","IT","A1 , A2 , A3 , A4 , A5 , A8 , AA , AB , AnyA1 , AnyA2 , AnyA3 , AnyA4 , AnyA5","50000","Bengaluru","11","Associate Business Analyst",
"6725","Fortanix","IT","Any","50000","Bengaluru","6","Software Engineer - Backend  Intern ( DSM)","QA Automation -  Intern ",
"6567","FreightDeck Technologies Pvt. Ltd.","IT","A7","47000","Bengaluru","5","Building a TMS and ERP to solve problems in Indian Logistics",
"6685","GamesKraft Technologies Pvt Ltd","IT","Any","40000","Bengaluru","4","Help Centre @ RummyCulture","Communications @ RummyCulture",
"6857","Genpact - Project 1","","A7","30000","Bengaluru","3","ML Problems in Structured Data, Unstructured Data, NLP, CV, Data Engineering",
"6858","Genpact - Project 2","","A8 , B4","25000","Bengaluru","4","ML Problems in Structured Data, Unstructured Data, NLP, CV, Data Engineering",
"3874","GenY medium","Finance and Mgmt","-","0","Hyderabad","0","NO REQUIREMENTS",
"6686","Gigforce Pvt Ltd","IT","A7","30000","Gurugram","4","Gigforce Application",
"6802","goGlocal","IT","A3 , A7","18000","Mumbai","3","Tech Intern",
"5296","Goldman Sach - Corporate Treasury Intern","Finance and Mgmt","Any","0","Bengaluru","1","Corporate Treasury Intern",
"3447","Goldman Sachs - Investment Banking","Finance and Mgmt","B3 , B4 , C7","120000","Bengaluru","6"," Investment Banking",
"738","Goodera - Product Management","Finance and Mgmt","Any","50000","Bengaluru","2","Associate Product Manager",
"5053","Goodera -IT,Software","IT","A3 , A7 , A8 , AA","100000","Bengaluru","5","Engineering Intern (Software Development)  [ Stipend - 1 lac/month ]",
"6215","Goodera Growth Strategy,Customer Experience(Business Analyst)","Finance and Mgmt","Any","35000","Bengaluru","14","Growth/,CSM/Strateg/,delivery/marketing, presales/founders office",
"445","Grasim Industries Ltd.","Chemical","A1 , A4","10000","Nagda","4","Zero Liquid Discharge in Viscose Rayon Manufacturing Process","Implementing Reliability Centered Maintenance in Viscose Staple Fiber.",
"6314","GreyOrange Ltd","Electronics","A3 , A7","35000","Gurugram","5","Inventory Management System Algorithm ","Process Monitoring Alerts and Workflow",
"6688","Grow Simplee - RTO dashboard","Finance and Mgmt","A3 , A7 , AA","40000","Bengaluru","1","RTO dashboard",
"6728","Grow Simplee - SCOOP","Finance and Mgmt","Any","30000","Bengaluru","1","SCOOP (Supply Chain Operations Optimisation Project) ",
"6729","Grow Simplee - Strategic Alliances","Finance and Mgmt","Any","20000","Bengaluru","1","Strategic Alliances",
"6687","Grow Simplee - Tracer, Reverse Pickup and RTO system","Finance and Mgmt","A3 , A7 , AA","50000","Bengaluru","2","Tracer","Reverse Pickup and RTO system",
"3279","Groww - Business Analyst","Finance and Mgmt","Any","45000","Bengaluru","3","WIMI audience understanding",
"3833","Groww - Software Development","IT","Any","61000","Bengaluru","10","Analytics","WIMI audience understanding",
"6756","Gujarat Alkalies and Chemicals Ltd.","Process","A1 , A4","20000","Vadodara","4","None",
"2822","HAPPAY (VA Tech Ventures Pvt Ltd.)","IT","A3 , A7 , A8","70000","Bengaluru","10","Expense and Travel Product",
"3400","Harness","IT","A7","80000","Bengaluru","2","Intern for CS Major at R&D Domain",
"5964","HERE Technologies India Pvt. Ltd","IT","A3 , A7 , A8 , AA , C6 , H103 , H112 , H313","50000","Mumbai","5","Location Services","research, design and development activities of the Platform Experience team in the location service space",
"3406","Hevo Technologies India Pvt. Ltd.","IT","A7 , A7B1 , A7B3 , A7B4 , A7B5 , A7C6","75000","Bengaluru","4","Backend Engineering Internship for building Hevo Data Integration Platform",
"647","Hindustan Unilever Research Centre","Chemical","A1 , Any , B2 , B5","20000","Bengaluru","11","Sustainable Detergent Formulation","Developing Polymer Property relationships","Zinc- alcoholamine and Zinc-carboxylates complexes: synthesis, characterization and understanding of their hydrolytic chemistries  ","Study of foam interaction with surfaces","Molecular self-assembly of low molecular weight gelators","Understand active deposition behavior in skin cleansing formulations.","Understand Surfactant thickening behavior in presence of salt/minors.","Use of sophisticated headspace GCMS to characterize trace levels of volatiles relevant to household hygiene. Correlate objective measurements with trained consumer panel on volatile scoring.","CFD Modeling and simulation of processing equipments","Role of catalysts and reaction conditions in determining hydrocarbon outputs in pyrolysis process.  ",
"6574","Hopscotch Wholesale Trading Private Limited","Finance and Mgmt","Any","30000","Bengaluru","1","Strengthening Hopscotch Supply Chain",
"6752","Houseware (CMD CTR Private Limited)","Finance and Mgmt","A1","10000","Bengaluru","1","Building go-to-market Strategies for international clients",
"2615","HSBC","Finance and Mgmt","Any","72000","Kolkata","2","Computer Science, Information Management",
"4011","HSBC","Finance and Mgmt","Any","72000","Bengaluru","2","Computer Science, Information Management type of courses",
"6713","Hyreo Inc.","IT","Any","35000","Thiruvananthapuram","4","Hyreo-Candidate  Experience","Recruitment CRM ",
"6868","Immensphere IT Services Pvt. Ltd.","","A7 , C6","20000","Bengaluru","7","CMS","HRMS","LMS","HRMS","LMS","CMS",
"4943","Indira Gandhi Centre for Atomic Research","Electronics","A1 , A3 , A4 , A8 , AA","0","Kalpakkam","20","projects for ECE, EEE, MECH,E&I, Chem",
"6866","InMobi - Engineering","","A7","45000","Bengaluru","1","Engineering Intern",
"6865","InMobi - Finance","","Any","45000","Bengaluru","1","Details awaited",
"2994","InMobi - Market, Sales, Delivery","Finance and Mgmt","Any","45000","Bengaluru","2","Marketing Intern",
"6102","InMobi- Business Sales","Finance and Mgmt","Any","45000","Bengaluru","30","Business Sales",
"6745","InnAccel Technologies Pvt. Ltd.","Health Care","A3 , A4 , A7 , A8 , AA , C6","30000","Bengaluru","5","Next Generation Fetal Monitoring Composite Probe",
"6860","Instawork Services Pvt. Ltd.","","A7 , C6","40000","Bengaluru","2","Location detection, tracking and Geofencing",
"4885","Integrated Active Monitoring Pvt. Ltd.","Electronics","A3 , A7 , A8","15000","Pune","2","IoT Data Anylysis",
"3225","Intel India Technology","Electronics","A3 , A7 , A8 , AA , AnyA3 , AnyA7 , AnyA8 , AnyAA","40000","Bengaluru","30","Intel specific","Intel specific",
"6873","Intuit India","","A3 , A7 , AA , B4 , C6","80000","Bengaluru","1","Software Engineer",
"6735","Invento Research Inc","IT","A3 , A7 , A8 , AA , C6","25000","Bengaluru","3","Robot fleet management and analytics",
"6744","Janani Life - Health Tech","IT","A7 , AA","20000","Bengaluru","2","Web Application (Customer & Internal facing)","Mobile application (Customer facing)",
"6743","Janani Life - R\u0026D","IT","A7 , AA","25000","Bengaluru","1","Health Tech R&D",
"6575","Jio Haptik Technologies Ltd","IT","A3 , A7 , A8 , AA","35000","Mumbai","8","Haptik Platform - Conversation Studio","Haptik Conversational AI Platform - Natural Language Understanding",
"6872","JPMC - GR\u0026C - CTC Risk - Capital Management Oversight","","Any","100000","Mumbai","1","GR&C - CTC Risk - Capital Management Oversight",
"6101","JPMC - GR\u0026C AM Investment Risk \u0026 Market Risk Coverage","Finance and Mgmt","A3 , A7 , A8 , AA , B3 , B4 , B5","100000","Bengaluru","1","GR&C AM Investment Risk & Market Risk Coverage",
"6106","JPMC - GR\u0026C CCB Home Lending","Finance and Mgmt","Any","75000","Bengaluru","2","GR&C CCB Risk â Home Lending",
"6796","JPMC - GR\u0026C Model Risk Governance and Review – COO","IT","A7","100000","Bengaluru","1","GR&C Model Risk Governance and Review â COO",
"6794","JPMC - GR\u0026C WCS Wholesale Transformation Strategy","Finance and Mgmt","Any","100000","Mumbai","4","GR&C WCS â transformation strategy â process strategy",
"6436","JPMC - GR\u0026C WM Risk Analytics","Finance and Mgmt","Any","100000","Bengaluru","1","GR&C WM Risk Analytics",
"6400","JPMC GR\u0026C - CCB Risk -Cards","Finance and Mgmt","Any","75000","Bengaluru","4","GR&C CCB Risk â Cards",
"6104","JPMC GR\u0026C Auto Risk Strategy Analytics","Finance and Mgmt","Any","75000","Bengaluru","1","GR&C CCB Risk - Auto Risk",
"4841","JPMC GR\u0026C CCB Risk - Auto Risk Strategy Analytics","Finance and Mgmt","Any","75000","Mumbai","3","GR&C CCB Risk - Auto Risk",
"3928","JPMC GR\u0026C Model Risk Governance and Review - CCT","Finance and Mgmt","A7","100000","Mumbai","2","GR&C Model Risk Governance and Review â CCT",
"6795","JPMC GR\u0026C Wholesale Strategy Analytics","Finance and Mgmt","A7 , B3 , B4 , C7 , AnyA7 , AnyB3 , AnyB4 , AnyC7","100000","Mumbai","4","GR&C Wholesale strategy Analytics",
"3923","JPMS (Finance) GR\u0026C Market Risk","Finance and Mgmt","Any","100000","Mumbai","6","GR&C â Market Risk",
"3922","JPMS CIB R\u0026A Banking (CRG) - Fintech","Finance and Mgmt","Any","50000","Mumbai","2","CIB R&A Banking (CRG) - Fintech",
"5150","JPMS CIB R\u0026A Banking(CRG)-Banking","Finance and Mgmt","Any","50000","Mumbai","25","CIB R&A Banking (CRG)",
"6490","JPMS CIB R\u0026A Data Science","IT","A7 , AnyA7","150000","Bengaluru","3","CIB R&A Data Science",
"4837","JPMS CIB R\u0026A Data Science","Finance and Mgmt","A7 , AnyA7","150000","Mumbai","1","CIB R&A Data Science",
"4832","JPMS CIB R\u0026A Global Research","Finance and Mgmt","Any","100000","Mumbai","13","CIB R&A Global Research",
"3933","JPMS CIB R\u0026A Markets - Trading","Finance and Mgmt","Any","100000","Mumbai","5","CIB R&A - Markets â Trading",
"5164","JPMS CIB R\u0026A Markets-Sales \u0026 Structuring","Finance and Mgmt","A3 , A7 , A8 , AA , B3 , B4 , D2","100000","Mumbai","4","CIB R&A - Markets â Sales & Structuring",
"6774","JPMS CIB R\u0026A Research - Data Transformation","IT","A7","100000","Mumbai","2","CIB R&A Global Research â Data Transformation",
"6776","JPMS GR\u0026C -AWM Risk Analytics","Finance and Mgmt","Any","100000","Bengaluru","2","GR&C AWM Risk Analytics",
"6392","JPMS GR\u0026C CCB Risk - Risk Decision Engines \u0026 Third party Services (Data Analytics \u0026Reporting)","Finance and Mgmt","A7","75000","Mumbai","1","GR&C CCB Risk - Risk Decision Engines & Third party Services (Data Analytics & Reporting)",
"6775","JPMS GR\u0026C CCB Risk -Modeling","Finance and Mgmt","Any","75000","Bengaluru","2","GR&C CCB Risk - Modeling",
"4834","JPMS GR\u0026C Corporate Risk - Risk Project Solutions","Finance and Mgmt","A2 , A3 , A4 , A7 , AA","50000","Bengaluru","10","GR&C Corporate Risk",
"4842","JPMS GR\u0026C Credit Forecasting Strategy","Finance and Mgmt","Any","75000","Bengaluru","2","GR&C CCB Risk â Credit Forecasting",
"6387","JPMS GR\u0026C CTC Risk - Interest Rate Risk Management","Finance and Mgmt","Any","100000","Mumbai","1","GR&C CTC Risk - Interest Rate Risk Management",
"6388","JPMS GR\u0026C CTC Risk - Liquidity Risk - Banking","Finance and Mgmt","Any","100000","Mumbai","1","GR&C CTC Risk - Liquidity Risk - Banking",
"6389","JPMS GR\u0026C CTC Risk - Liquidity Risk - Markets","Finance and Mgmt","Any","100000","Mumbai","1","GR&C CTC Risk - Liquidity Risk - Markets",
"3926","JPMS GR\u0026C Quantitative Research - Fintech","Finance and Mgmt","A3 , A7 , B3 , B4 , B5 , AnyA3 , AnyA7 , AnyB3 , AnyB4 , AnyB5","150000","Mumbai","7","GR&C Quantitative Research - FinTech",
"4846","JPMS GR\u0026C WCS - Credit Portfolio Analytics","Finance and Mgmt","A7 , B3 , B4 , C7 , AnyA7 , AnyB3 , AnyB4 , AnyC7","100000","Mumbai","2","GR&C WCS -  Portfolio Analytics",
"1555","Kanerika Software Pvt. Ltd.","IT","A7 , C6","35000","Hyderabad","4","Development of NFT Platform ",
"6864","Kinar AI Pvt. Ltd.","","A7 , AA , B4 , AnyA7 , AnyAA , AnyB4","40000","Hyderabad","5","Quantized Neural Network Operator Dev. (Kernal)",
"6820","KiranaKart Technologies (Zepto)","IT","Any","45000","Mumbai","12","Pricing & Automation","Merchandising & Algorithms","Liquidation & Ageing","Events & Campaigns on Zepto","Digital Marketing & Monetization â Customer Acquisition & Remarketing","Retention Marketing and Customer Lifecycle Management","Conversion Rate improvement and Profitability","Shopper Profiling & Campaign Effectiveness",
"6721","Kisanwala Technologies Pvt. Ltd.","IT","A7 , AA","35000","Hyderabad","6","ML driven e-comm dashboard - OPS Analytics and Decision Suppor t Dashboard to Enhance customer feedback","e-comm Dashboard Development","Predict Crop Disease using multispectral satellite data",
"6753","Kugelblitz Pvt. Ltd.","Finance and Mgmt","AnyB1 , AnyB2 , AnyB3 , AnyB4 , AnyB5","20000","Jaipur","4","Market Research",
"6870","LearningMate","","A3","25000","Mumbai","1","LMS in Higher Education ",
"4908","Lemnisk Pvt. Ltd.","IT","A7 , AA","50000","Bengaluru","5","Events Backend",
"6805","Logipe fintech Pvt. Ltd. - IT","IT","Any","25000","Bengaluru","6","Software Developer ",
"6806","Logipe fintech Pvt. Ltd. - Non IT","Finance and Mgmt","Any","25000","Bengaluru","4","Product Manager Trainee","Business Analyst trainee",
"4821","LOGIQ LABS Pvt Ltd ( eShipz.com )","IT","A3 , A7 , C6","15000","Bengaluru","2","Fraud Detection in eCommerce",
